dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
[0.10500258 0.02154765 0.13434023 ... 0.23820718 0.19620147 0.14462562],[255.17155 239.15063 262.54395 ... 265.4435  255.      243.841  ],[255.17155 239.15063 262.54395 ... 265.4435  255.      243.841  ],[225.12604 209.89882 232.34901 ... 237.32523 227.35684 215.06972],[0. 0. 0. ... 0. 0. 0.],2,1,5,127
[0.26789492 0.0203508  0.05784139 ... 0.003581   0.         0.26645988],[249.76234 208.68532 227.57574 ... 201.21106 193.25124 220.04445],[303.5142  265.19885 281.59375 ... 251.64488 248.3125  277.91476],[240.55331 208.1856  219.49794 ... 197.11778 191.97348 221.82423],[0.        0.        0.        ... 0.        0.0421309 0.       ],2,1,5,128
[0.18591112 0.15035693 0.09232822 ... 0.06144545 0.17581494 0.22159809],[247.88416 252.10872 241.44772 ... 230.05618 242.39252 238.79097],[282.95773 278.82394 269.919   ... 260.25    276.9155  272.74295],[241.99121 239.01157 229.15953 ... 220.3496  237.02312 234.78203],[0.         0.         0.         ... 0.03121639 0.         0.        ],2,1,5,129
"[ 0.20537078  0.29422897 -0.01878392 ...  0.05399364  0.02836335
  0.15270388]",[262.3035  283.1811  237.82718 ... 235.39584 224.24275 234.78398],[287.      312.96    260.87384 ... 264.97845 254.22154 264.0954 ],[228.89539 257.41782 203.50723 ... 209.15126 203.01028 208.99905],[0. 0. 0. ... 0. 0. 0.],2,1,5,130
[0.23397547 0.27646878 0.32878405 ... 0.31487414 0.1666707  0.47868875],[261.57425 272.38678 290.697   ... 274.9684  242.70392 283.01303],[268.09756 283.2073  301.61584 ... 286.55487 248.93903 291.2439 ],[243.70345 259.00754 275.9624  ... 261.5836  225.6253  267.07623],[0.         0.         0.         ... 0.         0.04215041 0.        ],2,1,5,131
[0.27712002 0.28706732 0.39810464 ... 0.43411818 0.43128633 0.34969217],[310.3952  315.31705 335.33478 ... 333.29358 330.57205 297.82477],[328.4223  334.08783 359.5777  ... 356.8784  352.0743  317.85474],[292.62967 298.98633 323.52063 ... 322.75983 317.4097  284.3214 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,132
[0.22936529 0.2915308  0.27185303 ... 0.04480223 0.15323038 0.05638448],[259.45532 282.1795  299.23383 ... 249.76726 264.38116 241.34036],[276.9733  294.9122  320.0267  ... 264.1374  283.91986 253.96947],[243.83919 261.68143 286.13358 ... 234.09706 253.93794 223.89838],[0.         0.         0.         ... 0.02129818 0.         0.        ],2,1,5,133
[0.22670183 0.07213341 0.23404326 ... 0.10271713 0.14784276 0.14761178],[293.56906 273.2956  305.64917 ... 255.92265 259.30112 251.66022],[293.56906 273.2956  305.64917 ... 255.92265 259.30112 251.66022],[233.19994 212.45087 245.28204 ... 200.68137 202.09529 195.4104 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,134
[0.12105313 0.00602489 0.0984202  ... 0.08120739 0.09370375 0.19799498],[261.769   252.8655  274.12866 ... 255.23685 255.83333 257.16666],[261.769   252.8655  274.12866 ... 255.23685 255.83333 257.16666],[229.82143 221.75159 240.34341 ... 224.41676 224.7172  227.797  ],[0.         0.         0.         ... 0.         0.01952259 0.        ],2,1,5,135
[0.11527019 0.0098809  0.11876697 ... 0.5688999  0.73226285 0.65259737],[271.14355 260.3812  283.43564 ... 367.10892 395.4802  378.2376 ],[271.14355 260.3812  283.43564 ... 367.10892 395.4802  378.2376 ],[230.69609 217.26476 238.76468 ... 324.61057 351.67215 335.81595],[0.         0.         0.05886081 ... 0.         0.         0.        ],2,1,5,136
[0.19252235 0.         0.08678415 ... 0.10354111 0.12947834 0.17349404],[290.56213 245.95448 272.46317 ... 259.03214 262.55652 256.17236],[319.56268 276.00836 298.81894 ... 288.42896 289.3064  280.18942],[270.1185  231.73308 249.94531 ... 245.14316 245.49277 235.65869],[0. 0. 0. ... 0. 0. 0.],2,1,5,137
"[ 0.24562563  0.16632597  0.04339729 ... -0.08218548  0.08218548
  0.20472224]",[250.215 247.5   235.21  ... 206.325 221.08  234.31 ],[250.215 247.5   235.21  ... 206.325 221.08  234.31 ],[210.5679  206.97107 194.2646  ... 167.33342 180.12263 195.23332],[0.         0.         0.         ... 0.         0.03522147 0.        ],2,1,5,138
"[ 0.1752633   0.0284584   0.16521394 ... -0.02284098  0.05763908
  0.05879058]",[276.29593 255.69728 289.93536 ... 238.91837 250.17686 242.4762 ],[276.29593 255.69728 289.93536 ... 238.91837 250.17686 242.4762 ],[240.88408 221.14532 253.88298 ... 206.16711 217.27017 210.25726],[0. 0. 0. ... 0. 0. 0.],2,1,5,139
"[ 0.07816692  0.21857053 -0.023548   ... -0.00487865  0.06376658
  0.00481103]",[210.02118 246.76875 198.59373 ... 197.02382 208.2039  193.38052],[258.64496 285.78876 247.70787 ... 232.76854 245.37303 232.36404],[221.8586  251.00844 210.71112 ... 199.93695 210.91936 198.04515],[0. 0. 0. ... 0. 0. 0.],2,1,5,140
"[ 0.14379135  0.13744897 -0.02710041 ...  0.09373518  0.08428185
  0.        ]",[268.87024 266.90234 244.46281 ... 258.22446 250.39143 231.25749],[270.92044 268.7803  246.52652 ... 261.3106  252.51894 233.36743],[244.3309  243.70695 216.50053 ... 234.66    226.53477 207.35237],[0. 0. 0. ... 0. 0. 0.],2,1,5,141
"[ 0.14444864 -0.02093214  0.18502825 ...  0.00224789 -0.08642135
  0.08996954]",[226.96698 207.62012 248.87085 ... 213.08913 197.67903 198.17015],[263.22614 244.1608  283.37186 ... 239.75377 223.09045 231.1608 ],[225.31932 205.44438 243.17874 ... 202.5323  185.29414 195.51768],[0.         0.03897908 0.         ... 0.         0.         0.        ],2,1,5,142
[0.05728141 0.40692177 0.2739046  ... 0.09393769 0.20382953 0.2581934 ],[233.2027  324.17657 296.98245 ... 273.68854 283.09726 274.06433],[250.53645 330.34897 309.70312 ... 284.90103 294.77084 279.64062],[203.90498 284.8993  261.55725 ... 236.92297 250.86653 235.25453],[0.03724302 0.         0.         ... 0.         0.         0.        ],2,1,5,143
[0.         0.00605383 0.41090727 ... 0.         0.21294212 0.29039922],[255.14828 255.15453 329.48022 ... 241.524   273.2277  275.4157 ],[260.54236 261.34744 343.6229  ... 246.4322  277.3771  282.7839 ],[208.97867 214.05695 290.69275 ... 202.10266 230.5942  234.4043 ],[0.         0.03956995 0.         ... 0.         0.04059378 0.        ],2,1,5,144
[0.27845192 0.08758215 0.01982949 ... 0.07692601 0.10847664 0.2347873 ],[286.27576 262.18216 270.34137 ... 254.3562  260.05643 277.9461 ],[303.97467 278.3671  284.62024 ... 271.07596 275.35443 295.48608],[260.47318 235.44351 235.63228 ... 230.18712 233.23137 254.40823],[0.         0.         0.         ... 0.         0.02931836 0.        ],2,1,5,145
[0.         0.05852421 0.10669862 ... 0.22470239 0.11439724 0.22692983],[228.13344 248.2032  251.02124 ... 261.8482  238.58813 237.27893],[241.56345 261.32486 273.79187 ... 279.32996 253.90355 253.69543],[208.7872  227.61194 240.19997 ... 247.60507 221.78668 223.26138],[0. 0. 0. ... 0. 0. 0.],2,1,5,146
[0.40843973 0.30482793 0.06951033 ... 0.25081766 0.2874894  0.3752344 ],[341.1156  333.49133 289.54337 ... 298.31793 298.74567 297.2601 ],[341.1156  333.49133 289.54337 ... 298.31793 298.74567 297.2601 ],[293.93524 287.4681  242.00027 ... 251.10022 255.0289  253.56789],[0.         0.         0.         ... 0.05205289 0.         0.        ],2,1,5,147
[0.22327532 0.04960647 0.03456423 ... 0.11760941 0.10699106 0.1181912 ],[292.5015  262.63364 262.1982  ... 252.14714 249.23424 245.73273],[292.5015  262.63364 262.1982  ... 252.14714 249.23424 245.73273],[247.67194 218.1658  216.10521 ... 209.60738 206.33038 202.83907],[0. 0. 0. ... 0. 0. 0.],2,1,5,148
[0.38075626 0.1554948  0.18750222 ... 0.07702384 0.05773484 0.18556906],[206.156   191.44586 200.31697 ... 183.24565 184.11168 186.08087],[277.16235 257.2583  267.21402 ... 248.60886 239.16237 252.51291],[240.72719 220.14563 229.12756 ... 211.90585 202.70107 215.44029],[0.         0.         0.         ... 0.         0.01915089 0.        ],2,1,5,149
"[ 0.26936775  0.03576522  0.0111776  ... -0.02729079  0.08971921
  0.20982721]",[258.5049  228.06372 233.96078 ... 218.0245  228.80392 245.57843],[258.5049  228.06372 233.96078 ... 218.0245  228.80392 245.57843],[226.61234 195.73317 201.45557 ... 187.6758  196.8851  213.3269 ],[0.         0.         0.         ... 0.         0.03402628 0.        ],2,1,5,150
[0.2759244  0.40461263 0.14644684 ... 0.07853175 0.13547133 0.26042727],[303.69208 336.21637 288.1467  ... 265.58795 276.44717 292.03613],[304.2987  336.763   288.73053 ... 266.16882 277.0357  292.5909 ],[271.24057 302.6858  254.28638 ... 233.86813 243.48604 261.00095],[0.         0.         0.         ... 0.         0.02596884 0.        ],2,1,5,151
"[ 0.29081568  0.35919255 -0.00044191 ...  0.15991034  0.04625697
  0.10529386]",[235.57367 257.0059  216.58176 ... 237.69695 222.89806 204.43881],[280.45724 300.7566  250.81908 ... 269.75    249.28618 241.63815],[247.3952  269.55893 215.7062  ... 238.77608 215.30757 209.6565 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,152
"[ 0.2843134  -0.06298758  0.07724353 ...  0.14088815  0.1655587
  0.21232265]",[278.28098 234.84561 257.22446 ... 272.46515 273.73563 281.1273 ],[295.0336  247.0252  276.18066 ... 282.2605  285.91177 293.86554],[260.3471  211.20006 237.62346 ... 245.29958 249.82846 256.50842],[0. 0. 0. ... 0. 0. 0.],2,1,5,153
[0.25891593 0.18561698 0.00094642 ... 0.17932269 0.06655079 0.1840519 ],[195.96642 192.41525 183.57208 ... 177.06673 160.13956 171.31084],[332.1133  321.9409  303.19705 ... 289.20197 257.18225 266.4729 ],[292.01297 284.7364  259.99966 ... 253.06993 220.6465  230.2621 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,154
[0.08094686 0.15035027 0.20057519 ... 0.02077743 0.21706074 0.28308216],[238.94237 248.67053 263.23605 ... 227.7544  256.45755 246.3288 ],[262.64508 275.0817  291.15775 ... 251.8338  279.0676  277.28732],[220.45557 234.74747 248.42139 ... 210.16281 240.1588  236.39429],[0.         0.         0.         ... 0.05228556 0.         0.        ],2,1,5,155
[0.19927299 0.00605793 0.15439406 ... 0.11798293 0.32871994 0.06817431],[250.50885 230.22122 248.82661 ... 250.17203 290.2496  227.4173 ],[292.67282 267.89862 299.14746 ... 292.8249  328.2811  266.01382],[237.65318 213.42963 241.82597 ... 241.1891  276.51352 213.49496],[0.         0.02195407 0.         ... 0.0423012  0.         0.        ],2,1,5,156
[0.18409543 0.17071317 0.12704413 ... 0.01856186 0.40258577 0.26843017],[278.21384 278.89743 265.91122 ... 240.90045 294.01422 252.74734],[310.5256  306.17407 309.43344 ... 265.64847 331.00342 283.51535],[266.83508 266.14288 263.61053 ... 227.36177 292.10034 242.29099],[0.         0.         0.         ... 0.05827007 0.         0.        ],2,1,5,157
[0.22425343 0.12468345 0.06077855 ... 0.19727044 0.08917684 0.34051898],[256.7383  252.14954 249.8458  ... 266.64487 238.27103 262.71964],[256.7383  252.14954 249.8458  ... 266.64487 238.27103 262.71964],[209.33965 207.06442 202.68576 ... 221.03256 194.41144 219.11888],[0.         0.         0.         ... 0.         0.03806151 0.        ],2,1,5,158
[0.22102037 0.21570195 0.3249527  ... 0.09727471 0.13667391 0.03075724],[313.78012 319.83313 368.91687 ... 291.98923 296.7988  274.65118],[314.35693 321.80615 371.19385 ... 293.20306 297.3723  275.27383],[261.80862 270.0254  317.4187  ... 239.76396 246.95584 223.91821],[0. 0. 0. ... 0. 0. 0.],2,1,5,159
[0.20305425 0.0710148  0.2183866  ... 0.         0.07272309 0.18340498],[269.95425 251.0633  287.65527 ... 231.93156 237.53569 240.84503],[311.7631  293.0303  330.75482 ... 273.83197 280.36365 286.04132],[277.13806 259.55896 291.45438 ... 238.8049  245.75356 251.88832],[0. 0. 0. ... 0. 0. 0.],2,1,5,160
[0.21747862 0.06407823 0.17728557 ... 0.08284036 0.         0.26862663],[221.58159 211.07526 228.67467 ... 214.096   196.30077 214.74158],[274.13132 250.81313 275.75253 ... 255.69698 235.50505 270.0808 ],[244.50443 221.05232 245.28764 ... 226.93214 205.59596 242.08266],[0.         0.         0.         ... 0.         0.03323686 0.        ],2,1,5,161
[0.50631696 0.03348705 0.21672414 ... 0.06257915 0.02176982 0.14410482],[326.60474 266.22095 307.83298 ... 259.9276  249.7666  266.07425],[327.57574 267.26767 309.02524 ... 260.90405 250.74748 267.01514],[303.64362 243.0915  283.89868 ... 236.83627 226.36284 243.16122],[0. 0. 0. ... 0. 0. 0.],2,1,5,162
"[ 0.10286286 -0.02048657  0.00644806 ...  0.21706156  0.10490713
  0.25175014]",[257.793   242.74635 256.67056 ... 265.33237 241.64432 261.414  ],[257.793   242.74635 256.67056 ... 265.33237 241.64432 261.414  ],[226.46103 211.92288 225.19887 ... 236.59293 211.05234 231.85562],[0.         0.         0.         ... 0.         0.01639873 0.        ],2,1,5,163
[0.10116315 0.08049742 0.02678586 ... 0.02442228 0.11612253 0.03396742],[255.44647 260.15167 251.78058 ... 241.90234 248.9414  235.00656],[257.14285 261.73428 253.49715 ... 244.48572 253.22571 237.31143],[213.96646 217.62123 209.38664 ... 202.30168 211.06688 195.03896],[0. 0. 0. ... 0. 0. 0.],2,1,5,164
[0.17176798 0.14200503 0.15305926 ... 0.05006224 0.03719647 0.00271581],[238.5619  235.29953 248.74171 ... 230.71727 225.75731 218.92384],[264.3195  265.73245 275.2104  ... 255.75066 253.86754 247.26234],[229.79471 231.87326 240.50711 ... 222.04387 219.55981 213.09708],[0. 0. 0. ... 0. 0. 0.],2,1,5,165
[0.11965092 0.10027919 0.07123762 ... 0.04602713 0.0179317  0.1379203 ],[237.26785 245.40775 246.35417 ... 230.96428 225.29465 247.82143],[237.26785 245.40775 246.35417 ... 230.96428 225.29465 247.82143],[215.882   224.08014 223.80896 ... 211.00282 205.16301 226.72139],[0.         0.         0.         ... 0.         0.02219989 0.        ],2,1,5,166
[0.34686366 0.06947109 0.06981    ... 0.00512685 0.18091781 0.15567042],[285.99637 266.20364 271.9673  ... 244.71272 276.7891  251.5891 ],[285.99637 266.20364 271.9673  ... 244.71272 276.7891  251.5891 ],[238.46689 217.74908 223.55728 ... 201.32011 230.62042 206.2467 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,167
[0.09705435 0.04474961 0.15860543 ... 0.05448571 0.15263973 0.15229395],[270.7938  263.33972 279.90622 ... 244.7825  255.68835 254.44751],[294.327   280.44107 312.74905 ... 261.0152  280.43347 275.55515],[269.558   258.7087  289.39465 ... 237.67584 257.86044 252.71298],[0. 0. 0. ... 0. 0. 0.],2,1,5,168
[0.24010298 0.218208   0.12535681 ... 0.002811   0.01227638 0.22158732],[269.1674  279.06903 271.4914  ... 240.18153 238.40999 256.49203],[290.6347  296.3653  289.01828 ... 256.87213 257.54794 273.55707],[254.58234 260.58453 251.32837 ... 221.17657 221.12224 239.1004 ],[0.         0.         0.         ... 0.         0.03557252 0.        ],2,1,5,169
[0.2258266  0.28631184 0.15094297 ... 0.02575638 0.06513439 0.3506502 ],[245.37703 268.819   259.05978 ... 219.17236 227.59547 255.54117],[267.3846  284.41922 278.1423  ... 245.11923 246.62692 280.83847],[230.84578 248.71454 239.29999 ... 208.62537 211.6001  245.62881],[0.        0.        0.        ... 0.        0.0500412 0.       ],2,1,5,170
"[ 0.13086922  0.18292837  0.22356093 ... -0.02206791  0.07302076
  0.15585172]",[252.3232  273.77948 285.87073 ... 239.24335 249.07225 263.11026],[252.3232  273.77948 285.87073 ... 239.24335 249.07225 263.11026],[204.25842 226.21779 236.36728 ... 190.84174 203.21059 213.79181],[0.         0.         0.         ... 0.         0.02594485 0.        ],2,1,5,171
[0.19205543 0.         0.         ... 0.07815237 0.24517544 0.07242293],[289.23117 254.39247 259.76883 ... 266.05377 284.1129  249.10216],[289.23117 254.39247 259.76883 ... 266.05377 284.1129  249.10216],[238.92807 206.34761 208.63924 ... 220.52774 237.81367 202.77072],[0.         0.         0.         ... 0.03280012 0.         0.        ],2,1,5,172
[0.12502986 0.06701461 0.06905924 ... 0.04678364 0.15578823 0.04116546],[245.72592 243.0441  247.95653 ... 241.65169 249.74135 225.32025],[251.79124 249.6633  252.04713 ... 245.49832 254.30977 230.76094],[231.70479 227.56346 230.23961 ... 224.46289 234.94566 209.3232 ],[0.         0.         0.         ... 0.02117508 0.         0.        ],2,1,5,173
[0.17054857 0.00123691 0.05784716 ... 0.17865415 0.07434567 0.12807123],[264.2383  233.5388  242.04994 ... 253.43954 235.02353 231.5213 ],[285.0378  258.2269  273.39917 ... 279.2605  255.9748  254.14706],[261.76743 235.93918 247.8362  ... 256.60333 231.79369 233.1429 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,174
"[ 0.5260328   0.16832124  0.32635003 ... -0.01048288  0.19494492
  0.16202295]",[331.78275 281.60388 313.56415 ... 240.94296 276.37503 258.65475],[361.02023 296.5425  329.91904 ... 256.91498 292.64777 272.20242],[315.02487 251.04329 281.41046 ... 214.274   248.54869 227.38882],[0.        0.        0.        ... 0.0315384 0.        0.       ],2,1,5,175
[0.1267301  0.08258504 0.00290096 ... 0.0125235  0.06670395 0.2566269 ],[258.0047  254.1784  242.38968 ... 242.22066 246.47418 272.96713],[258.0047  254.1784  242.38968 ... 242.22066 246.47418 272.96713],[231.62607 227.37347 215.98398 ... 216.69122 220.82968 247.6588 ],[0.         0.         0.         ... 0.         0.03747319 0.        ],2,1,5,176
[0.2454698  0.17455757 0.17080674 ... 0.19282436 0.10045922 0.3440546 ],[264.8996  273.40964 273.15262 ... 272.33334 247.64256 274.21286],[264.8996  273.40964 273.15262 ... 272.33334 247.64256 274.21286],[226.36726 236.07889 237.16359 ... 239.11615 213.08699 239.48521],[0.        0.        0.        ... 0.        0.0333043 0.       ],2,1,5,177
[0.20078829 0.         0.14551261 ... 0.01785726 0.04642952 0.11168894],[270.65167 245.34889 277.18787 ... 248.05641 246.0013  237.5367 ],[275.3806  249.70589 281.79932 ... 252.35294 250.29758 243.78546],[248.84952 222.77701 253.08897 ... 225.63792 223.81741 218.57068],[0.         0.         0.02389401 ... 0.01604207 0.         0.        ],2,1,5,178
"[ 0.3239979   0.17927396  0.2508121  ...  0.05739934 -0.00357396
  0.01581704]",[276.91943 263.44394 281.73257 ... 227.36201 217.45328 213.66159],[347.87415 323.37756 341.35715 ... 280.06464 268.31293 266.87076],[301.51562 278.6278  293.86847 ... 237.97784 224.84732 226.39029],[0.         0.         0.02122356 ... 0.         0.         0.        ],2,1,5,179
"[ 0.10224946 -0.05693297  0.20919351 ...  0.00956912 -0.00584119
  0.06191915]",[238.04225 223.79813 275.2723  ... 219.07982 212.48357 219.92958],[238.04225 223.79813 275.2723  ... 219.07982 212.48357 219.92958],[190.86931 177.43716 225.1264  ... 173.28299 167.78648 174.58612],[0.         0.02303231 0.         ... 0.         0.         0.        ],2,1,5,180
[0.29060835 0.19650327 0.20896262 ... 0.06062291 0.         0.2553687 ],[270.4878  256.5784  271.43207 ... 246.10452 229.11497 254.36934],[270.4878  256.5784  271.43207 ... 246.10452 229.11497 254.36934],[221.23961 207.11755 219.83368 ... 197.01181 180.19214 206.32056],[0.         0.         0.         ... 0.         0.03786637 0.        ],2,1,5,181
[0.354516   0.09984979 0.07270812 ... 0.         0.40890893 0.02629622],[293.      259.9087  257.71738 ... 238.21304 293.43478 219.06087],[293.      259.9087  257.71738 ... 238.21304 293.43478 219.06087],[260.3651  227.09383 225.40251 ... 207.37856 262.35263 187.42741],[0.         0.         0.         ... 0.04401839 0.         0.        ],2,1,5,182
"[ 0.23070201  0.04061437  0.22466257 ... -0.13101532  0.19605747
  0.28796756]",[253.60916 227.67378 270.91025 ... 195.33894 242.41124 240.44133],[276.7824  246.03703 288.9074  ... 215.47223 263.72684 263.23148],[250.41844 221.95659 264.39914 ... 191.80876 240.37148 239.78484],[0.         0.         0.         ... 0.         0.04115336 0.        ],2,1,5,183
