dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[ 0.90526587  0.4994197   0.52486384 ... -0.04533247  0.1287188
  0.22714022]",[462.5468  411.01874 423.88388 ... 304.9326  330.9588  334.83145],[462.5468  411.01874 423.88388 ... 304.9326  330.9588  334.83145],[334.91077 289.7257  295.0501  ... 198.38109 223.12991 231.44888],[0.         0.         0.04107738 ... 0.0375703  0.         0.        ],3,2,5,41
[0.39455104 0.23607118 0.40210044 ... 0.3040732  0.54963267 0.42054176],[378.86786 357.87088 397.38138 ... 359.24625 393.32733 373.42642],[378.86786 357.87088 397.38138 ... 359.24625 393.32733 373.42642],[213.17216 198.87177 226.85005 ... 201.19737 231.93425 211.49692],[0.         0.         0.0463361  ... 0.03451915 0.         0.        ],3,2,5,42
[0.15846567 0.53682303 0.30136123 ... 0.19319955 0.29868704 0.30736953],[306.7083  355.7188  329.62613 ... 286.47452 295.63672 285.80515],[338.6623 397.6623 374.6842 ... 324.0351 327.5702 320.4079],[214.74905 276.4701  246.04604 ... 213.29614 214.98355 206.71188],[0.05024579 0.         0.         ... 0.04515273 0.         0.        ],3,2,5,43
[1.0118818  0.53823143 0.9618149  ... 0.24619704 0.14295624 0.39964923],[368.92746 328.5607  374.93216 ... 262.40277 244.74959 277.48822],[440.52097 383.5389  442.1497  ... 329.82037 291.17963 330.1018 ],[350.60596 284.4044  353.06122 ... 242.73763 213.21295 249.33307],[0.         0.         0.10601158 ... 0.         0.         0.        ],3,2,5,44
[1.9786899  1.6340746  1.4415365  ... 0.2509891  0.33222362 0.68414897],[760.4612  702.61896 687.65607 ... 412.44644 430.33173 483.12836],[770.8247  715.5605  691.30865 ... 416.60495 435.7284  489.32346],[596.37604 547.6958  514.2832  ... 281.79092 295.76932 358.3661 ],[0.         0.         0.16121146 ... 0.         0.06397689 0.        ],3,2,5,45
[0.9574501 0.8781975 0.5522261 ... 0.85542   0.2614412 0.5208574],[440.10788 427.06638 398.4357  ... 436.9419  350.7635  391.10373],[440.10788 427.06638 398.4357  ... 436.9419  350.7635  391.10373],[298.36237 289.14212 246.1063  ... 306.07147 219.37254 253.10579],[0.         0.         0.05646217 ... 0.         0.         0.        ],3,2,5,46
"[ 1.0294089   0.7697301   0.9412297  ... -0.11169355  0.08290175
  0.17464936]",[450.71976 422.4428  450.4608  ... 283.45764 307.22943 303.35083],[452.28613 426.1777  452.34338 ... 285.0512  309.03314 306.98193],[321.1412  297.56778 324.86603 ... 167.95155 196.88834 196.91187],[0.         0.         0.10030058 ... 0.         0.         0.        ],3,2,5,47
[0.427781   0.42475715 0.45004728 ... 0.20970562 0.30008858 0.22762205],[393.3461  402.00974 411.27573 ... 370.12686 382.16693 364.91907],[414.50876 424.3684  440.17105 ... 386.19736 404.00876 379.42545],[280.7205  288.34348 293.27264 ... 256.55826 272.168   255.23738],[0.         0.         0.13247786 ... 0.         0.         0.        ],3,2,5,48
"[ 0.47315013 -0.1040175   0.8826515  ...  0.22440712  0.29727915
  0.22364174]",[412.80197 333.9199  500.262   ... 381.8665  394.63788 353.73645],[426.687   350.55725 521.12213 ... 396.2977  410.15268 366.46564],[242.92805 175.52802 339.80057 ... 244.61789 244.6464  228.52689],[0.         0.06673307 0.         ... 0.         0.         0.        ],3,2,5,49
"[ 0.3241187  -0.10897426  0.01333201 ... -0.00737255  0.7958418
  0.2143882 ]",[342.79587 316.04166 329.9662  ... 275.52304 358.79422 303.85666],[357.33493 323.52155 337.11963 ... 282.34448 370.87082 309.64594],[173.04422 139.10846 154.40442 ... 129.6502  217.17453 148.81116],[0.         0.         0.0681559  ... 0.06768849 0.         0.        ],3,2,5,50
[0.26359978 0.32892984 0.11119182 ... 0.2367382  0.         0.26068437],[318.776   325.31393 307.57306 ... 311.97513 285.5102  288.54877],[338.70856 345.31406 328.01004 ... 332.1206  302.0226  308.14825],[178.67221 193.05777 172.72911 ... 189.35223 155.99072 167.49599],[0. 0. 0. ... 0. 0. 0.],3,2,5,51
[0.15321665 0.21488413 0.04049992 ... 0.03893485 0.         0.42129698],[348.1021  363.8284  351.28125 ... 321.0522  303.48862 365.7044 ],[363.575   383.83612 362.55    ... 334.84167 316.96667 377.825  ],[217.89525 229.10086 207.8131  ... 206.64214 178.97275 245.4455 ],[0.         0.         0.04074545 ... 0.         0.05482856 0.        ],3,2,5,52
[0.57553554 0.52506185 0.8131295  ... 0.23270206 0.23560102 0.32419878],[427.82053 441.92734 508.1282  ... 384.72223 383.10684 404.047  ],[427.82053 441.92734 508.1282  ... 384.72223 383.10684 404.047  ],[293.27655 301.1747  357.49536 ... 264.623   264.8387  280.28223],[0.         0.04743544 0.         ... 0.         0.         0.        ],3,2,5,53
[2.2398324  2.1436799  2.1750104  ... 0.5854157  0.5549031  0.19283248],[582.56213 588.8362  609.0829  ... 394.7507  386.89124 321.54416],[593.59784 603.      617.118   ... 400.71582 391.24396 327.7185 ],[442.89865 452.9451  458.23288 ... 260.23508 252.35323 192.66087],[0.07102425 0.         0.08687073 ... 0.         0.         0.        ],3,2,5,54
[0.4308942  0.33432218 0.24439575 ... 0.22425488 0.15000452 0.17282975],[326.72903 330.9969  322.7141  ... 296.8721  290.03903 267.30225],[407.22476 410.08142 393.8404  ... 368.16614 357.6352  350.87296],[260.71585 260.5498  246.7391  ... 251.47433 236.86784 238.08307],[0.         0.         0.06491684 ... 0.         0.         0.        ],3,2,5,55
[0.96924114 0.9001203  1.0490844  ... 0.70213115 0.5111051  0.74855113],[463.4572  440.1254  470.31024 ... 446.05157 408.36594 427.66858],[504.75    496.7533  531.0395  ... 479.3092  442.11185 460.52304],[343.27792 334.73575 371.6508  ... 319.77313 285.7441  319.35114],[0.        0.        0.1829178 ... 0.        0.        0.       ],3,2,5,56
[1.084611  1.1912227 0.8551209 ... 1.1561892 0.6891589 0.8942702],[445.13962 432.70715 417.80368 ... 419.76288 364.30432 370.4955 ],[561.80115 565.986   533.958   ... 540.10925 462.54062 487.83194],[389.1436  411.18637 355.01752 ... 392.99283 312.8416  344.0637 ],[0.         0.         0.06829297 ... 0.         0.         0.        ],3,2,5,57
[2.7464166  2.6142461  2.3377361  ... 0.4266534  0.19216815 0.34073645],[747.2487  749.5141  723.61224 ... 451.0072  440.76462 427.23407],[747.8046  754.8072  725.3933  ... 454.12338 441.20566 427.82776],[499.50336 489.74237 465.52487 ... 245.75574 211.63138 228.50493],[0.         0.         0.18911353 ... 0.         0.         0.        ],3,2,5,58
[1.1169648  0.49637905 0.65714014 ... 0.8429136  0.8049813  0.5726629 ],[382.53802 327.44647 342.3658  ... 371.30588 359.24832 323.20947],[451.54953 372.74442 393.28433 ... 430.13098 416.79553 378.52396],[330.32898 250.70605 277.8167  ... 317.62524 302.03778 265.216  ],[0.         0.         0.04831292 ... 0.         0.         0.        ],3,2,5,59
[0.7059168  0.95351374 0.6244984  ... 0.33565927 0.329388   0.4937382 ],[364.62778 416.7458  393.84747 ... 345.63086 345.26605 359.92624],[414.13596 472.19638 437.80966 ... 388.9003  387.89426 405.2417 ],[284.45807 350.7908  302.1158  ... 269.43286 266.43802 284.06082],[0.        0.        0.        ... 0.        0.0262745 0.       ],3,2,5,60
[1.5143512  1.4750767  1.1968956  ... 0.17724916 0.32962644 0.67250603],[501.2259  491.68527 494.61676 ... 398.22336 400.4873  407.88324],[501.2259  491.68527 494.61676 ... 398.22336 400.4873  407.88324],[226.76834 225.65776 209.56288 ... 142.73517 156.73837 153.66216],[0.         0.         0.23209251 ... 0.         0.08323809 0.        ],3,2,5,61
[0.29670516 0.02333132 0.29665804 ... 0.11829597 0.20554525 0.27919832],[298.4872  265.13705 297.72107 ... 273.3336  281.3155  290.0387 ],[327.3537  291.78372 328.8906  ... 300.20102 306.15012 317.56744],[181.84369 150.71455 184.50652 ... 160.32205 170.78415 177.58366],[0.         0.         0.         ... 0.03303084 0.         0.        ],3,2,5,62
[0.51075274 0.61824256 0.6223896  ... 0.35496756 0.58344156 0.6176897 ],[345.3047  354.50375 377.7353  ... 355.4967  359.97183 364.68808],[357.77908 364.67053 386.43024 ... 364.6124  373.39536 376.46124],[178.91191 194.9611  210.11078 ... 204.36848 220.24402 221.74544],[0.         0.         0.         ... 0.07496605 0.         0.        ],3,2,5,63
[0.5152128  0.50134873 0.15921265 ... 0.30249584 0.16231382 0.2925223 ],[388.47696 379.03336 361.17493 ... 385.59085 361.53802 372.2303 ],[404.33865 391.42493 367.33228 ... 394.10544 375.28754 378.29712],[237.36232 239.822   198.24123 ... 239.34659 215.68091 230.39323],[0. 0. 0. ... 0. 0. 0.],3,2,5,64
[0.8353206  0.86184895 0.84112835 ... 0.38086003 0.1582776  0.34445775],[405.9891  410.33453 411.39636 ... 346.1891  309.96    332.66547],[405.9891  410.33453 411.39636 ... 346.1891  309.96    332.66547],[270.13892 280.01846 279.7696  ... 225.80183 193.50137 213.77232],[0.         0.         0.11100761 ... 0.         0.         0.        ],3,2,5,65
[0.23730184 0.33537087 0.5041694  ... 0.08376873 0.34802568 0.33852676],[243.60466 239.3963  338.62634 ... 267.73193 258.57083 238.12389],[395.61053 397.11053 456.40527 ... 364.3737  390.0263  360.72632],[218.65758 233.14479 279.0937  ... 202.39786 227.00085 201.31488],[0.         0.         0.06066882 ... 0.0565363  0.         0.        ],3,2,5,66
[0.7423314  0.39187828 0.41967714 ... 0.         0.5656675  0.24749084],[440.15475 397.1369  419.11905 ... 341.09525 413.36905 348.     ],[440.15475 397.1369  419.11905 ... 341.09525 413.36905 348.     ],[246.33719 216.88243 239.44832 ... 175.73311 245.12115 189.12155],[0. 0. 0. ... 0. 0. 0.],3,2,5,67
[0.8774412 1.144009  1.1391369 ... 5.1554055 3.5883846 4.954249 ],[ 483.76044  518.5477   532.3444  ... 1184.3402   978.4971  1096.6041 ],[ 504.43973  546.67755  564.56024 ... 1215.       991.4788  1132.7166 ],[ 291.33884  344.70575  362.84918 ... 1003.1364   751.5297   939.3667 ],[0.        0.        0.2543297 ... 0.        0.1153447 0.       ],3,2,5,68
"[ 0.5580888   0.42800012  0.6407782  ...  0.49572262 -0.146633
  0.32381997]",[353.74918 357.07022 398.67892 ... 356.0435  286.50168 320.37457],[353.74918 357.07022 398.67892 ... 356.0435  286.50168 320.37457],[166.2852   158.96295  187.88654  ... 168.81944  104.828735 139.12294 ],[0. 0. 0. ... 0. 0. 0.],3,2,5,69
[0.65440965 0.6632361  0.6847903  ... 0.6036426  0.30067647 0.21796632],[399.2142  393.6484  423.73367 ... 411.81924 368.14355 330.05408],[482.02536 490.88406 508.36594 ... 483.17392 426.33334 393.6558 ],[280.87646 289.22757 309.6397  ... 302.31754 250.79326 220.10733],[0.         0.         0.04586164 ... 0.         0.         0.        ],3,2,5,70
[1.0671109  0.5817364  0.6724351  ... 0.03625183 0.20919937 0.28240687],[512.04663 452.89603 468.366   ... 374.594   366.41464 395.38818],[555.3411  489.0435  507.34113 ... 397.699   397.9097  425.66888],[357.10138 287.78323 303.8021  ... 209.83447 233.66495 240.92346],[0.         0.         0.04377985 ... 0.         0.         0.        ],3,2,5,71
[0.22416608 0.0608434  0.6291895  ... 0.11865518 0.2108029  0.21319282],[342.87183 326.1202  419.5191  ... 337.65656 345.03284 339.004  ],[344.7508  328.0031  428.5701  ... 339.3863  351.4486  344.20248],[229.56337 214.4217  309.58014 ... 235.34618 242.59204 242.4806 ],[0.         0.07566237 0.         ... 0.03921384 0.         0.        ],3,2,5,72
[0.5290233  0.5032996  0.24518298 ... 0.42892736 0.18233801 0.3131668 ],[396.00858 409.0558  374.54935 ... 381.485   343.01718 353.80685],[396.00858 409.0558  374.54935 ... 381.485   343.01718 353.80685],[237.73503 248.92593 215.70778 ... 250.50975 208.98222 222.90892],[0.         0.         0.07120734 ... 0.         0.         0.        ],3,2,5,73
[1.6354629  0.7046644  0.79122055 ... 0.8357831  0.65116245 0.9225135 ],[621.7329 553.6047 611.0413 ... 594.1544 550.225  588.7451],[649.34924 572.0779  633.1935  ... 639.7035  585.4874  610.2362 ],[390.97714 322.12503 368.11032 ... 406.0046  364.78293 395.81296],[0.         0.         0.07015676 ... 0.         0.         0.        ],3,2,5,74
[2.2258215  1.3516085  1.7978625  ... 0.26609862 0.22462884 0.27281347],[584.1226  517.9736  570.9895  ... 383.23434 380.1148  384.02484],[586.2323  519.5303  572.0101  ... 384.14142 381.41415 384.93436],[380.1758  298.52512 359.02072 ... 197.26176 184.2277  187.56654],[0.         0.         0.10780914 ... 0.         0.         0.        ],3,2,5,75
[0.6046381  0.54243857 0.4726328  ... 0.20145325 0.18479188 0.45638826],[383.98685 385.01645 385.3717  ... 334.86514 329.49014 361.04605],[383.98685 385.01645 385.3717  ... 334.86514 329.49014 361.04605],[255.82823 257.26703 255.6467  ... 216.91438 212.80327 248.17172],[0.         0.         0.         ... 0.         0.05083069 0.        ],3,2,5,76
[0.6099366  0.39857045 0.52961695 ... 0.27662352 0.35099113 0.3144197 ],[327.3683  320.97842 346.87738 ... 295.21356 304.27414 302.49344],[354.1755  352.04898 380.80408 ... 326.31836 337.      326.49387],[212.01982 215.53761 233.54855 ... 203.00905 210.6624  198.97482],[0.         0.         0.04345563 ... 0.03838477 0.         0.        ],3,2,5,77
[1.5669849  1.9629563  1.6655519  ... 0.24682929 0.9150452  1.0366877 ],[569.44305 615.6685  599.6525  ... 386.54422 448.1078  456.72723],[571.9699  617.4511  601.0602  ... 388.05264 454.8346  460.78946],[342.65643 389.32474 362.72766 ... 186.29291 255.55214 265.87933],[0.         0.         0.29589346 ... 0.         0.04760562 0.        ],3,2,5,78
[0.43948287 0.39423653 0.33343136 ... 0.15236905 0.13353674 0.36593357],[408.72656 411.6978  407.6882  ... 359.75446 355.83054 372.30566],[409.49655 412.26895 408.3655  ... 360.4793  356.65173 373.0069 ],[261.77515 266.93848 266.22427 ... 233.13855 224.51938 243.8183 ],[0.         0.         0.         ... 0.         0.04075297 0.        ],3,2,5,79
"[ 0.7251669   0.39921084  0.4649844  ...  0.         -0.1967001
  0.18579772]",[431.51657 419.50552 445.9757  ... 343.8786  305.9139  342.39734],[431.51657 419.50552 445.9757  ... 343.8786  305.9139  342.39734],[246.34778 232.56651 247.34706 ... 186.06819 152.5998  189.76332],[0.         0.         0.0380897  ... 0.         0.03025149 0.        ],3,2,5,80
[0.44712853 0.26483008 0.3186427  ... 0.5632252  0.35861182 0.47560507],[319.16568 303.57922 318.15747 ... 351.9181  333.7787  333.3211 ],[366.59476 350.60132 362.1634  ... 398.1111  369.549   377.26144],[203.20956 191.18982 202.5093  ... 253.21259 225.00673 235.87065],[0.         0.         0.07382816 ... 0.         0.         0.        ],3,2,5,81
[0.5041295  0.4487413  0.31270862 ... 0.02415363 0.09296533 0.18420796],[355.65533 347.34467 341.30582 ... 294.02426 293.65048 297.7573 ],[355.65533 347.34467 341.30582 ... 294.02426 293.65048 297.7573 ],[201.17186 200.31963 186.11264 ... 153.66405 160.53072 160.12189],[0. 0. 0. ... 0. 0. 0.],3,2,5,82
[1.1594976  1.286443   0.69819343 ... 0.48607975 0.3621336  1.1050724 ],[534.0033  537.7086  478.45364 ... 435.6523  410.7285  501.26822],[534.0033  537.7086  478.45364 ... 435.6523  410.7285  501.26822],[305.36783 326.75034 257.214   ... 244.91129 226.38608 309.45856],[0.         0.         0.         ... 0.         0.10032693 0.        ],3,2,5,83
[0.44518134 0.3948976  0.308835   ... 0.44215372 0.14534773 0.30704144],[431.6212  395.8796  415.5265  ... 432.1564  399.31604 410.6163 ],[485.98196 448.9964  472.32492 ... 480.43683 438.87726 449.8881 ],[253.75266 251.68929 250.61467 ... 278.87225 228.5726  253.13123],[0.         0.         0.07520177 ... 0.         0.         0.        ],3,2,5,84
[0.5321967  0.7531234  0.6267384  ... 0.15828453 0.05679148 0.00480016],[445.89767 477.7641  473.66357 ... 380.40216 347.7688  335.3622 ],[491.63193 529.0977  514.85016 ... 416.03256 380.91858 371.5798 ],[334.933   379.73734 363.02396 ... 278.38086 254.58765 240.04117],[0. 0. 0. ... 0. 0. 0.],3,2,5,85
[0.6004904  0.6201125  0.24462736 ... 0.04705853 0.08182972 0.        ],[424.95685 419.4892  372.5072  ... 330.41006 329.08994 306.70145],[424.95685 419.4892  372.5072  ... 330.41006 329.08994 306.70145],[264.29926 268.7515  220.70003 ... 192.783   196.80278 164.7793 ],[0. 0. 0. ... 0. 0. 0.],3,2,5,86
[0.5513125  0.71285576 0.5071977  ... 0.48884812 0.21217221 0.16436306],[348.22635 376.06873 354.71213 ... 351.41525 313.12787 300.15942],[395.78992 411.09665 391.68066 ... 390.33194 345.4496  332.3109 ],[252.16635 278.62164 250.83363 ... 261.44705 218.37875 207.67598],[0. 0. 0. ... 0. 0. 0.],3,2,5,87
[0.8196508  0.43309557 0.28110108 ... 0.10626994 0.22926137 0.1367848 ],[377.44662 355.59882 336.5842  ... 322.98242 340.3328  311.69156],[388.0511  358.2473  339.42474 ... 326.5484  343.75537 316.15323],[210.38148 186.653   170.78084 ... 170.21767 185.39815 159.03435],[0.         0.         0.         ... 0.03498373 0.         0.        ],3,2,5,88
[0.94847566 0.64539725 1.0703642  ... 0.33099732 0.8072828  0.6597896 ],[442.31937 411.38483 450.8534  ... 385.90314 411.41098 391.07068],[442.31937 411.38483 450.8534  ... 385.90314 411.41098 391.07068],[178.18428 156.13521 197.24684 ... 151.22499 188.51135 162.66649],[0.         0.07515397 0.08133544 ... 0.1104443  0.         0.        ],3,2,5,89
"[ 0.4969437   0.54751545  0.3671152  ...  0.12238576 -0.15750475
  0.27872613]",[448.5424  438.76605 431.27017 ... 358.043   319.6338  378.196  ],[456.20242 454.8006  440.61026 ... 372.54077 324.07855 385.2719 ],[291.0685  304.2312  276.09583 ... 227.90158 175.1964  243.20099],[0.         0.         0.         ... 0.         0.03320895 0.        ],3,2,5,90
[1.1923281  0.88977957 1.0564113  ... 0.19631596 0.32071763 0.40498844],[580.72284 552.2235  591.39185 ... 428.62732 445.2021  457.77847],[585.74817 557.33704 592.7889  ... 429.78888 447.32224 462.41483],[393.96353 369.56497 400.12592 ... 272.31024 291.89938 306.4484 ],[0.         0.         0.         ... 0.         0.03655505 0.        ],3,2,5,91
[1.009365   0.6220947  0.7157219  ... 0.50549424 0.43460038 0.6832625 ],[473.27826 418.64346 455.10687 ... 390.35672 388.36682 419.57956],[493.13852 429.67313 469.74237 ... 406.02216 398.68698 432.22714],[387.68835 324.3749  349.90692 ... 306.1623  293.4226  330.3775 ],[0.         0.         0.05819818 ... 0.         0.         0.        ],3,2,5,92
[1.6030985  1.8687594  1.0742861  ... 0.14514998 0.5164348  0.7639542 ],[566.27924 620.7387  523.76495 ... 362.01797 436.00488 460.2707 ],[578.51984 640.5859  538.3304  ... 376.18942 444.09692 471.7445 ],[426.85004 498.76752 383.23663 ... 242.98763 305.35687 335.52014],[0.         0.         0.         ... 0.         0.08134514 0.        ],3,2,5,93
[0.77224886 0.8380002  0.6790467  ... 0.03959501 0.19452716 0.47702125],[420.18326 428.59134 419.51282 ... 312.734   342.4029  364.8069 ],[452.87747 464.1581  454.73517 ... 338.70355 357.49802 384.3913 ],[281.09338 301.64676 282.4582  ... 193.68156 205.70529 234.53474],[0.         0.         0.         ... 0.         0.06906301 0.        ],3,2,5,94
[0.9699081  0.48602414 0.59539145 ... 0.12950227 0.34833908 0.18741298],[447.13925 394.66455 415.6329  ... 344.25317 362.1266  343.52847],[447.13925 394.66455 415.6329  ... 344.25317 362.1266  343.52847],[269.5465  217.11205 241.092   ... 187.93633 201.85004 178.16489],[0. 0. 0. ... 0. 0. 0.],3,2,5,95
